"","ABCB1|5243","ACTB|60","ACTG1|71","ACTL6A|86","ACTL6B|51412","AKT1|207","AKT2|208","AKT3|10000","ALK|238","APC|324","APC2|10297","APPL1|26060","AR|367","ARAF|369","AREG|374","ARHGEF6|9459","ARID1A|8289","ARID1B|57492","ARID2|196528","ARNT|405","ARNT2|9915","ATF4|468","AXIN1|8312","AXIN2|8313","BAD|572","BAK1|578","BAX|581","BBC3|27113","BCL2|596","BCL2A1|597","BCL2L1|598","BCL2L11|10018","BIRC5|332","BMP2|650","BMP4|652","BRAF|673","BRCA1|672","BRCA2|675","BRD7|29117","CALM1|801","CALM2|805","CALM3|808","CALML3|810","CALML4|91860","CALML5|51806","CALML6|163688","CAMK1|8536","CAMK1D|57118","CAMK1G|57172","CAMK2A|815","CAMK2B|816","CAMK2D|817","CAMK2G|818","CAMK4|814","CASP3|836","CASP9|842","CCDC6|8030","CCNA1|8900","CCNA2|890","CCND1|595","CCNE1|898","CCNE2|9134","CD14|929","CDC42|998","CDH1|999","CDH17|1015","CDK2|1017","CDK4|1019","CDK6|1021","CDKN1A|1026","CDKN1B|1027","CDKN2A|1029","CDKN2B|1030","CDX2|1045","CEBPA|1050","CEBPE|1053","CHUK|1147","CREB1|1385","CREB3|10488","CREB3L1|90993","CREB3L2|64764","CREB3L3|84699","CREB3L4|148327","CREB5|9586","CREBBP|1387","CRK|1398","CRKL|1399","CSF1R|1436","CSF2|1437","CSNK1A1|1452","CSNK1A1L|122011","CTNNA1|1495","CTNNA2|1496","CTNNA3|29119","CTNNB1|1499","CUL2|8453","CYCS|54205","DAPK1|1612","DAPK2|23604","DAPK3|1613","DCC|1630","DDB2|1643","DLL1|28514","DLL3|10683","DLL4|54567","DPF1|8193","DPF3|8110","DUSP6|1848","DVL1|1855","DVL2|1856","DVL3|1857","E2F1|1869","E2F2|1870","E2F3|1871","EGF|1950","EGFR|1956","EGLN1|54583","EGLN2|112398","EGLN3|112399","EIF4EBP1|1978","ELK1|2002","EML4|27436","EP300|2033","EPAS1|2034","ERBB2|2064","EREG|2069","ERG|2078","ESR1|2099","ESR2|2100","ETS1|2113","ETV5|2119","FCGR1A|2209","FGF1|2246","FGF10|2255","FGF16|8823","FGF17|8822","FGF18|8817","FGF19|9965","FGF2|2247","FGF20|26281","FGF21|26291","FGF22|27006","FGF23|8074","FGF3|2248","FGF4|2249","FGF5|2250","FGF6|2251","FGF7|2252","FGF8|2253","FGF9|2254","FGFR1|2260","FGFR2|2263","FGFR3|2261","FH|2271","FHIT|2272","FLCN|201163","FLT3|2322","FLT4|2324","FOS|2353","FOXO1|2308","FOXO3|2309","FRAT1|10023","FRAT2|23401","FZD1|8321","FZD10|11211","FZD2|2535","FZD3|7976","FZD4|8322","FZD5|7855","FZD6|8323","FZD7|8324","FZD8|8325","FZD9|8326","GAB1|2549","GADD45A|1647","GADD45B|4616","GADD45G|10912","GLI1|2735","GLI2|2736","GLI3|2737","GRB2|2885","GSK3B|2932","GSTA1|2938","GSTA2|2939","GSTA3|2940","GSTA4|2941","GSTA5|221357","GSTM1|2944","GSTM2|2946","GSTM3|2947","GSTM4|2948","GSTM5|2949","GSTO1|9446","GSTO2|119391","GSTP1|2950","GSTT1|2952","GSTT2|2953","HBEGF|1839","HES1|3280","HES5|388585","HEY1|23462","HEY2|23493","HEYL|26508","HGF|3082","HHIP|64399","HIF1A|3091","HMOX1|3162","HRAS|3265","HSP90AA1|3320","HSP90AB1|3326","HSP90B1|7184","IGF1|3479","IGF1R|3480","IGF2|3481","IKBKB|3551","IKBKG|8517","IL1R2|7850","IL3|3562","IL8|3576","ILK|3611","INS|3630","INSRR|3645","ITGAM|3684","JAG1|182","JAG2|3714","JAK1|3716","JAK3|3718","JUN|3725","JUP|3728","KEAP1|9817","KIF7|374654","KIT|3815","KLK3|354","KRAS|3845","LEF1|51176","LRP5|4041","LRP6|4040","MAP2K1|5604","MAP2K2|5605","MAPK1|5594","MAPK10|5602","MAPK3|5595","MAPK8|5599","MAPK9|5601","MDM2|4193","MET|4233","MGST1|4257","MGST2|4258","MGST3|4259","MITF|4286","MLH1|4292","MMP1|4312","MMP2|4313","MMP3|4314","MMP9|4318","MPO|4353","MSH2|4436","MSH3|4437","MSH6|2956","MTOR|2475","MUC2|4583","MYC|4609","NCOA1|8648","NCOA3|8202","NCOA4|8031","NFE2L2|4780","NFKB1|4790","NFKB2|4791","NFKBIA|4792","NKX3-1|4824","NOTCH1|4851","NOTCH2|4853","NOTCH3|4854","NOTCH4|4855","NQO1|1728","NRAS|4893","NTRK1|4914","PAK1|5058","PAK2|5062","PAK3|5063","PAK4|10298","PAK6|56924","PAK7|57144","PAX8|7849","PBRM1|55193","PDGFA|5154","PDGFB|5155","PDGFC|56034","PDGFD|80310","PDGFRA|5156","PDGFRB|5159","PDPK1|5170","PER2|8864","PGR|5241","PHF10|55274","PIK3CA|5290","PIK3CB|5291","PIK3CD|5293","PIK3R1|5295","PIK3R2|5296","PIK3R3|8503","PIM1|5292","PIM2|11040","PLAT|5327","PLAU|5328","PLCG1|5335","PLCG2|5336","PLD1|5337","PMAIP1|5366","PML|5371","POLK|51426","PPARD|5467","PPARG|5468","PRCC|5546","PRKCA|5578","PRKCB|5579","PRKCG|5582","PTCH1|5727","PTCH2|8643","PTEN|5728","PTPN11|5781","RAC1|5879","RAC2|5880","RAC3|5881","RAD51|5888","RAF1|5894","RALA|5898","RALB|5899","RALBP1|10928","RALGDS|5900","RAP1A|5906","RAP1B|5908","RAPGEF1|2889","RARA|5914","RARB|5915","RASSF1|11186","RASSF5|83593","RB1|5925","RBX1|9978","REG4|83998","RELA|5970","RET|5979","RHOA|387","RPS6KA5|9252","RPS6KB1|6198","RPS6KB2|6199","RUNX1|861","RUNX1T1|862","RXRA|6256","RXRB|6257","RXRG|6258","SHC1|6464","SHC2|25759","SHC3|53358","SHC4|399694","SHH|6469","SLC2A1|6513","SMAD2|4087","SMAD3|4088","SMAD4|4089","SMARCA2|6595","SMARCA4|6597","SMARCB1|6598","SMARCC1|6599","SMARCC2|6601","SMARCD1|6602","SMARCD2|6603","SMARCD3|6604","SMARCE1|6605","SMO|6608","SOS1|6654","SOS2|6655","SP1|6667","SPI1|6688","SPINT1|6692","SRC|6714","SRD5A2|6716","STAT1|6772","STAT3|6774","STAT5A|6776","STAT5B|6777","STK4|6789","SUFU|51684","TCEB1|6921","TCEB2|6923","TCF7|6932","TCF7L1|83439","TCF7L2|6934","TERT|7015","TFE3|7030","TFG|10342","TGFA|7039","TGFB1|7040","TGFB2|7042","TGFB3|7043","TGFBR1|7046","TGFBR2|7048","THBS1|7057","TMPRSS2|7113","TNFSF11|8600","TP53|7157","TPM3|7170","TPR|7175","TXNRD1|7296","TXNRD2|10587","TYMP|1890","UPK3A|7380","VEGFA|7422","VHL|7428","WNT1|7471","WNT10A|80326","WNT10B|7480","WNT11|7481","WNT16|51384","WNT2|7472","WNT2B|7482","WNT3|7473","WNT3A|89780","WNT4|54361","WNT5A|7474","WNT5B|81029","WNT6|7475","WNT7A|7476","WNT7B|7477","WNT8A|7478","WNT8B|7479","WNT9A|7483","WNT9B|7484","ZBTB16|7704","ZEB1|6935"
"STAT5B|6777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STK4|6789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912336308072882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143040509804375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243704822826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00580990206133956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUFU|51684",0,0,0,0,0,0,0,0,0,0,0,0,0.0487416886639377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCEB1|6921",0,0,0,0,0,0,0,0,0,0,0,0,0.022808259574388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060661016960611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331332174359137,0,0,0,0,0,0,0,0,0,0,0,0.013715418316489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264992940123705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249002723129724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142515974903828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00640543775393659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116466358606924,0
"TCEB2|6923",0,0,0,0,0,0,0,0,0,0,0,0,0.00276081649698261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339470882025119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288289147344871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCF7|6932",0.0199744723287482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110264604272724,0,0,0,0,0,0,0,0,0,0,0,0.0121087122127158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464551066667062,0,0,0.0235587785778888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025319903173468,0,0,0,0,0,0,0,0,0,0.0231101533291502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441641607754422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00573768655711596,0,0,0,0,0.0446111623335784,0,0,0,0,0,0,0,0,0,0.00455123790275982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222152857176799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365166413285454,0,0,0,0,0,0,0,0,0.0209172292684327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224216612453283,0.00175311911557562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCF7L1|83439",0,0,0,0,0,0,0,0,0,0,0,0,0.0113969468212453,0,0.0085674091762579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496883453410209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351207274603258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790464273126141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052096408853971,0.0273820190548931,0,0,0,0,0,0,0,0,0,0,0,0.0220164818192107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000527552219685838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111091207718669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852195633439535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299260909586562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168621938290558,0,0,0,0.0151443790539142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181698484115977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598362969542697,0,0,0,0.000826670421342815,0.0433257437277772,0,0,0,0,0,0,0,0,0,0,0
"TCF7L2|6934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00973694514511653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140068082141769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711653699860584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514314847783931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TERT|7015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102857358709089,0,0,0,0.0271215297773877,0.0143195734099217,0,0,0,0,0.0100179828430713,0,0.00527367380791572,0.00254560177254479,0,0,0,0,0.00249250925666008,0.00593823069881255,0,0,0,0,0,0.00382172842353194,0,0,0,0,0,0.00148346288376227,0,0,0,0,0,0.008079750817316,0,0.000380097047010427,0,0.0107785417054535,0.00327631733715318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147779009976491,0,0.00116707036347683,0,0,0,0,0,0,0,0,0,0,0,0,0.00933630141180497,0,0,0,0,0,0,0,0.0306382745760773,0.0460904662685304,0.0130923953288152,0,0,0,0,0,0.00739433247599963,0,0,0,0,0,0.000485541534319884,0.00629037230392177,0,0.0100006758716184,0,0,0,0.0055120472760071,0,0,0.00876957523989186,0,0.00732752561024249,0,0,0,0,0,0,0,0,0,0,0,0.0223641721470241,0,0,0.00176391035372163,0,0,0,0,0,0,0,0,0,0,0.0166424529689702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152605555261268,0,0,0,0,0,0,0,0,0,0.00388424740821443,0,0,0,0.0187242618176716,0,0,0,0,0.00151198464948821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00988372084528355,0,0.00416863771000767,0,0.00593172214633074,0,0,0.00186513123750125,0,0,0,0.00715743946687294,0,0,0,0.0241496989369298,0,0,0,0,0,0,0,0,0,0.00190326300979924,0,0,0,0,0.00801131406888057,0,0,0,0,0,0,0,0.0302578919712705,0,0,0,0,0,0.0170514525460466,0,0,0,0,0.00948998892093271,0,0,0,0,0,0,0.00084920662859277,0,0,0,0,0,0,0.0129653461175081,0,0,0,0.00200486413547797,0,0.00322065168861086,0,0,0,0.00715842561603553,0,0.00666283621151312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101555527464272,0,0.0116497285439097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199228918895767,0,0,0,0,0,0,0,0,0,0.00165755990486279,0,0.0359726108187819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103788395278888,0,0,0,0,0.0433935549011256,0,0,0,0,0,0,0,0,0,0,0.00560775387461726,0,0,0.00640959202399502,0.0292137306234151,0,0.0155606897446461,0,0,0,0,5.99305553800879e-05,7.62364550845914e-05,0,0,0,0,0,0.010282625771305,0,0.00938773512873277,0.00080102051954339,0
"TFE3|7030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
