"","ABCB1|5243","ACTB|60","ACTG1|71","ACTL6A|86","ACTL6B|51412","AKT1|207","AKT2|208","AKT3|10000","ALK|238","APC|324","APC2|10297","APPL1|26060","AR|367","ARAF|369","AREG|374","ARHGEF6|9459","ARID1A|8289","ARID1B|57492","ARID2|196528","ARNT|405","ARNT2|9915","ATF4|468","AXIN1|8312","AXIN2|8313","BAD|572","BAK1|578","BAX|581","BBC3|27113","BCL2|596","BCL2A1|597","BCL2L1|598","BCL2L11|10018","BIRC5|332","BMP2|650","BMP4|652","BRAF|673","BRCA1|672","BRCA2|675","BRD7|29117","CALM1|801","CALM2|805","CALM3|808","CALML3|810","CALML4|91860","CALML5|51806","CALML6|163688","CAMK1|8536","CAMK1D|57118","CAMK1G|57172","CAMK2A|815","CAMK2B|816","CAMK2D|817","CAMK2G|818","CAMK4|814","CASP3|836","CASP9|842","CCDC6|8030","CCNA1|8900","CCNA2|890","CCND1|595","CCNE1|898","CCNE2|9134","CD14|929","CDC42|998","CDH1|999","CDH17|1015","CDK2|1017","CDK4|1019","CDK6|1021","CDKN1A|1026","CDKN1B|1027","CDKN2A|1029","CDKN2B|1030","CDX2|1045","CEBPA|1050","CEBPE|1053","CHUK|1147","CREB1|1385","CREB3|10488","CREB3L1|90993","CREB3L2|64764","CREB3L3|84699","CREB3L4|148327","CREB5|9586","CREBBP|1387","CRK|1398","CRKL|1399","CSF1R|1436","CSF2|1437","CSNK1A1|1452","CSNK1A1L|122011","CTNNA1|1495","CTNNA2|1496","CTNNA3|29119","CTNNB1|1499","CUL2|8453","CYCS|54205","DAPK1|1612","DAPK2|23604","DAPK3|1613","DCC|1630","DDB2|1643","DLL1|28514","DLL3|10683","DLL4|54567","DPF1|8193","DPF3|8110","DUSP6|1848","DVL1|1855","DVL2|1856","DVL3|1857","E2F1|1869","E2F2|1870","E2F3|1871","EGF|1950","EGFR|1956","EGLN1|54583","EGLN2|112398","EGLN3|112399","EIF4EBP1|1978","ELK1|2002","EML4|27436","EP300|2033","EPAS1|2034","ERBB2|2064","EREG|2069","ERG|2078","ESR1|2099","ESR2|2100","ETS1|2113","ETV5|2119","FCGR1A|2209","FGF1|2246","FGF10|2255","FGF16|8823","FGF17|8822","FGF18|8817","FGF19|9965","FGF2|2247","FGF20|26281","FGF21|26291","FGF22|27006","FGF23|8074","FGF3|2248","FGF4|2249","FGF5|2250","FGF6|2251","FGF7|2252","FGF8|2253","FGF9|2254","FGFR1|2260","FGFR2|2263","FGFR3|2261","FH|2271","FHIT|2272","FLCN|201163","FLT3|2322","FLT4|2324","FOS|2353","FOXO1|2308","FOXO3|2309","FRAT1|10023","FRAT2|23401","FZD1|8321","FZD10|11211","FZD2|2535","FZD3|7976","FZD4|8322","FZD5|7855","FZD6|8323","FZD7|8324","FZD8|8325","FZD9|8326","GAB1|2549","GADD45A|1647","GADD45B|4616","GADD45G|10912","GLI1|2735","GLI2|2736","GLI3|2737","GRB2|2885","GSK3B|2932","GSTA1|2938","GSTA2|2939","GSTA3|2940","GSTA4|2941","GSTA5|221357","GSTM1|2944","GSTM2|2946","GSTM3|2947","GSTM4|2948","GSTM5|2949","GSTO1|9446","GSTO2|119391","GSTP1|2950","GSTT1|2952","GSTT2|2953","HBEGF|1839","HES1|3280","HES5|388585","HEY1|23462","HEY2|23493","HEYL|26508","HGF|3082","HHIP|64399","HIF1A|3091","HMOX1|3162","HRAS|3265","HSP90AA1|3320","HSP90AB1|3326","HSP90B1|7184","IGF1|3479","IGF1R|3480","IGF2|3481","IKBKB|3551","IKBKG|8517","IL1R2|7850","IL3|3562","IL8|3576","ILK|3611","INS|3630","INSRR|3645","ITGAM|3684","JAG1|182","JAG2|3714","JAK1|3716","JAK3|3718","JUN|3725","JUP|3728","KEAP1|9817","KIF7|374654","KIT|3815","KLK3|354","KRAS|3845","LEF1|51176","LRP5|4041","LRP6|4040","MAP2K1|5604","MAP2K2|5605","MAPK1|5594","MAPK10|5602","MAPK3|5595","MAPK8|5599","MAPK9|5601","MDM2|4193","MET|4233","MGST1|4257","MGST2|4258","MGST3|4259","MITF|4286","MLH1|4292","MMP1|4312","MMP2|4313","MMP3|4314","MMP9|4318","MPO|4353","MSH2|4436","MSH3|4437","MSH6|2956","MTOR|2475","MUC2|4583","MYC|4609","NCOA1|8648","NCOA3|8202","NCOA4|8031","NFE2L2|4780","NFKB1|4790","NFKB2|4791","NFKBIA|4792","NKX3-1|4824","NOTCH1|4851","NOTCH2|4853","NOTCH3|4854","NOTCH4|4855","NQO1|1728","NRAS|4893","NTRK1|4914","PAK1|5058","PAK2|5062","PAK3|5063","PAK4|10298","PAK6|56924","PAK7|57144","PAX8|7849","PBRM1|55193","PDGFA|5154","PDGFB|5155","PDGFC|56034","PDGFD|80310","PDGFRA|5156","PDGFRB|5159","PDPK1|5170","PER2|8864","PGR|5241","PHF10|55274","PIK3CA|5290","PIK3CB|5291","PIK3CD|5293","PIK3R1|5295","PIK3R2|5296","PIK3R3|8503","PIM1|5292","PIM2|11040","PLAT|5327","PLAU|5328","PLCG1|5335","PLCG2|5336","PLD1|5337","PMAIP1|5366","PML|5371","POLK|51426","PPARD|5467","PPARG|5468","PRCC|5546","PRKCA|5578","PRKCB|5579","PRKCG|5582","PTCH1|5727","PTCH2|8643","PTEN|5728","PTPN11|5781","RAC1|5879","RAC2|5880","RAC3|5881","RAD51|5888","RAF1|5894","RALA|5898","RALB|5899","RALBP1|10928","RALGDS|5900","RAP1A|5906","RAP1B|5908","RAPGEF1|2889","RARA|5914","RARB|5915","RASSF1|11186","RASSF5|83593","RB1|5925","RBX1|9978","REG4|83998","RELA|5970","RET|5979","RHOA|387","RPS6KA5|9252","RPS6KB1|6198","RPS6KB2|6199","RUNX1|861","RUNX1T1|862","RXRA|6256","RXRB|6257","RXRG|6258","SHC1|6464","SHC2|25759","SHC3|53358","SHC4|399694","SHH|6469","SLC2A1|6513","SMAD2|4087","SMAD3|4088","SMAD4|4089","SMARCA2|6595","SMARCA4|6597","SMARCB1|6598","SMARCC1|6599","SMARCC2|6601","SMARCD1|6602","SMARCD2|6603","SMARCD3|6604","SMARCE1|6605","SMO|6608","SOS1|6654","SOS2|6655","SP1|6667","SPI1|6688","SPINT1|6692","SRC|6714","SRD5A2|6716","STAT1|6772","STAT3|6774","STAT5A|6776","STAT5B|6777","STK4|6789","SUFU|51684","TCEB1|6921","TCEB2|6923","TCF7|6932","TCF7L1|83439","TCF7L2|6934","TERT|7015","TFE3|7030","TFG|10342","TGFA|7039","TGFB1|7040","TGFB2|7042","TGFB3|7043","TGFBR1|7046","TGFBR2|7048","THBS1|7057","TMPRSS2|7113","TNFSF11|8600","TP53|7157","TPM3|7170","TPR|7175","TXNRD1|7296","TXNRD2|10587","TYMP|1890","UPK3A|7380","VEGFA|7422","VHL|7428","WNT1|7471","WNT10A|80326","WNT10B|7480","WNT11|7481","WNT16|51384","WNT2|7472","WNT2B|7482","WNT3|7473","WNT3A|89780","WNT4|54361","WNT5A|7474","WNT5B|81029","WNT6|7475","WNT7A|7476","WNT7B|7477","WNT8A|7478","WNT8B|7479","WNT9A|7483","WNT9B|7484","ZBTB16|7704","ZEB1|6935"
"ERG|2078",0,0,0,0,0,0,0,0,0,0,0,0,0.0269367432458245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070380078174291,0.000717994083718476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144853550545962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217436015833092,0,0,0,0,0,0,0,0,0,0.0886927351477266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766509166758933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810988088805314,0,0,0,0,0,0,0,0,0,0,0.0702135977740033,0.067507579635097,0.0111257070213812,0,0,0,0,0,0,0.0408985472747063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138337987069589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896235827441766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266658744982295,0,0,0.109267699791691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414417566214217,0,0,0.00856150199056472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00628962572358775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247162070169018,0,0,0,0,0,0,0,0,0,0,0.0269536044186164,0.0232460218851232
"ESR1|2099",0,0,0,0,0,0,0,0,0.0181924138133031,0,0,0,0,0,0,0.0186842058988704,0,0,0,0,0.0325768463584279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172147066079535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256561479852787,0,0.0174389174706539,0,0,0,0,0,0,0.021471318886441,0,0,0,0,0,0,0,0,0,0,0.00611123705854216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331877567534569,0,0,0,0.0160797654260679,0,0,0,0,0,0,0,0,0,0,0.00174423371183638,0,0,0,0,0,0,0,0,0,0,0.026447463590784,0,0,0,0,0,0,0,0.00928813604011093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746361526610031,0,0,0,0,0,0,0,0,0,0,0.00785323963220855,0,0,0,0.0114161199531105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861334841067014,0,0,0,0,0,0,0,0,0,0,0,0,0.00882163618096342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163229776198323,0,0.0201161416739821,0,0,0,0,0,0,0,0,0,0,0,0.000555202240174039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00971983723675198,0.0111040561964951,0.0122668855422543,0,0,0,0,0,0,0,0,0,0.00631982659204108,0,0,0,0,0,0,0,0,0.00433782959508645,0,0,0,0,0,0,0,0,0,0,0,0,0.0215877867989709,0,0,0.00978142320320307,0,0,0,0,0,0,0.0337505569716257,0,0,0,0,0,0.00334677885883181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233313831559151,0,0,0,0,0,0,0,0,0,0,0,0,0.00865364913699528,0,0.0191736212642335,0,0,0,0.0250203057241945,0,0.00875917359228932,0,0.0124049299084571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESR2|2100",0.0127617287410367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943439908098796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241611628099426,0,0,0,0,0,0,0,0,0,0,0,0.0254822839633081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132345487574229,0,0,0,0,0,0,0,0,0,0.0256784506852262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187093803688014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747730469227444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112156988028909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645108890545358,0,0,0,0.023991873528552,0,0,0,0,0,0,0,0,0,0.048727789181962,0,0.019957951802802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253200896490974,0,0,0.0100011077109583,0,0,0.00402476061891376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234889455289587,0,0.024369504819882,0,0,0,0,0,0,0,0.0113955746845999,0,0,0,0,0,0,0,0
"ETS1|2113",0.0383064544752617,0,0,0,0,0,0,0.0193725242388645,0,0,0,0,0.0145242273824139,0,0,0.0417976276974487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00631758073208346,0,0,0,0,0.110098462378633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258488918218179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602009548841571,0,0,0,0,0,0.0264426335948137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215923066733065,0,0,0,0,0,0,0,0,0,0,0,0,0.0397851573939869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391599149800755,0.055830483975571,0,0.013056725098424,0,0,0,0,0,0,0,0,0,0,0,0,0.00074086684915469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478585927750119,0,0,0,0,0,0,0,0.0208922134237293,0,0,0,0,0,0,0,0,0,0,0,0.00235429571624695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189439713062917,0,0.004749563684823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802703846414448,0,0,0,0.00178128930157364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962952113261817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188167130805107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110588029547397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105395415328177,0,0,0,0,0,0,0.0772007078953413
"ETV5|2119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145973795608205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306365872239228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895793918074036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205627153956442,0,0,0,0,0,0,0,0,0,0,0,0,0.0238312493234007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130073200231519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342031256261807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293731576232057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140465915730392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCGR1A|2209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327381235049952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23931282029154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207534418361012,0,0.00467373403835982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194072814754918,0,0,0.0017350909231485,0,0,0,0,0,0.0109714010779142,0,0,0,0.0223086545895056,0,0,0,0,0,0,0,0,0,0,0,0.119220643012009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094267130420865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272410838055044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100808500852278,0,0,0,0,0,0.0217351081866765,0,0,0,0,0,0,0,0,0,0.048865103202107,0,0,0,0.00905193195010415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201922337991581,0,0,0,0,0.0265562039762956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014121318329704,0,0,0,0,0,0,0,0,0,0,0,0,0.0143834262409544,0,0,0,0,0,0,0,0,0,0,0,0.0104853640725902,0,0,0,0,0,0,0,0.0425802036992553,0,0,0,0,0,0,0,0,0,0.0301084341519311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00912795264233108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16995318545982,0,0,0,0.078479365633152,0,0.0244183637052495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368382538309748,0,0,0,0,0.00361297620524616,0,0,0,0.0151475167612059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FGF1|2246",0,0,0,0,0,0,0,0,0,0,0,0,0.020300784303764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358864855093566,0,0,0,0,0,0,0,0,0,0.00558985386198691,0,0,0,0,0.00738331732741501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129252080269101,0,0,0,0,0,0,0,0,0,0.0370208323183525,0,0,0,0,0.000587018385942939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183730157240069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526308932227766,0,0,0,0,0,0,0,0,0,0,0,0,0.0173545452173806,0,0,0,0,0,0,0,0,0,0,0,0,0.0628078736081216,0,0,0,0,0,0,0.00955960570565041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405494431930041,0,0,0,0,0,0,0,0,0.00804458247544084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450227758259419,0.0122145218378412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365204273928153,0,0,0,0,0,0,0,0.0501566771223429,0.0399234583091401,0.0244599886783484,0.0171254286647607,0,0,0.0388956611486432,0,0,0,0,0,0,0,0,0,0,0.0543793865498112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03672515878987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551201353786683,0,0,0,0,0,0.0234638826609264,0,0,0.0391256779490964,0,0,0,0,0,0,0,0,0.00995993931790395,0,0,0,0,0,0,0,0.00277692252928159,0,0,0,0,0.0398627279571349,0.0471769802744578,0,0,0,0,0,0,0,0,0
"FGF10|2255",0,0,0,0,0,0,0,0,0,0,0,0,0.00397415586231092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00471303985811828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118268639571138,0,0,0,0,0,0,0,0,0.00263182115727823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FGF16|8823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FGF17|8822",0,0,0,0,0,0,0,0,0,0,0.0216861616786789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955299920111043,0,0,0,0,0.0221079733760967,0,0,0,0,0,0,0.00381781015778069,0,0,0,0,0,0,0,0.0041931382640675,0,0,0,0,0,0,0,0.00386565815072153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303270452742629,0,0.00291256904238741,0,0,0,0,0,0,0,0,0,0.0287320118163582,0,0,0,0,0,0,0,0,0,0,0,0,0.0155893650011296,0,0,0,0,0,0,0,0,0,0,0,0,0.0256784240612597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00684556658175438,0,0,0,0,0.00966111609119381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000860091673387015,0,0,0,0,0,0,0.00187017689205471,0,0,0,5.11838854065504e-05,0.0235738710609357,0,0,0,0,0,0,0,0.0241494471644717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432748779160244,0,0,0,0,0.00309556763641481,0,0,0,0,0,0.00807066532004246,0,0.0012895419869595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449475589243785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108096432955298,0,0.100628042302486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325944905900822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087694356598567,0,0,0,0,0,0,0,0,0.0150736914576752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292042756030532,0,0.0050730460078165,0,0,0,0.0114786307568882,0,0,0,0.0103699286314323,0,0,0,0,0,0,0,0
