"","ABCB1|5243","ACTB|60","ACTG1|71","ACTL6A|86","ACTL6B|51412","AKT1|207","AKT2|208","AKT3|10000","ALK|238","APC|324","APC2|10297","APPL1|26060","AR|367","ARAF|369","AREG|374","ARHGEF6|9459","ARID1A|8289","ARID1B|57492","ARID2|196528","ARNT|405","ARNT2|9915","ATF4|468","AXIN1|8312","AXIN2|8313","BAD|572","BAK1|578","BAX|581","BBC3|27113","BCL2|596","BCL2A1|597","BCL2L1|598","BCL2L11|10018","BIRC5|332","BMP2|650","BMP4|652","BRAF|673","BRCA1|672","BRCA2|675","BRD7|29117","CALM1|801","CALM2|805","CALM3|808","CALML3|810","CALML4|91860","CALML5|51806","CALML6|163688","CAMK1|8536","CAMK1D|57118","CAMK1G|57172","CAMK2A|815","CAMK2B|816","CAMK2D|817","CAMK2G|818","CAMK4|814","CASP3|836","CASP9|842","CCDC6|8030","CCNA1|8900","CCNA2|890","CCND1|595","CCNE1|898","CCNE2|9134","CD14|929","CDC42|998","CDH1|999","CDH17|1015","CDK2|1017","CDK4|1019","CDK6|1021","CDKN1A|1026","CDKN1B|1027","CDKN2A|1029","CDKN2B|1030","CDX2|1045","CEBPA|1050","CEBPE|1053","CHUK|1147","CREB1|1385","CREB3|10488","CREB3L1|90993","CREB3L2|64764","CREB3L3|84699","CREB3L4|148327","CREB5|9586","CREBBP|1387","CRK|1398","CRKL|1399","CSF1R|1436","CSF2|1437","CSNK1A1|1452","CSNK1A1L|122011","CTNNA1|1495","CTNNA2|1496","CTNNA3|29119","CTNNB1|1499","CUL2|8453","CYCS|54205","DAPK1|1612","DAPK2|23604","DAPK3|1613","DCC|1630","DDB2|1643","DLL1|28514","DLL3|10683","DLL4|54567","DPF1|8193","DPF3|8110","DUSP6|1848","DVL1|1855","DVL2|1856","DVL3|1857","E2F1|1869","E2F2|1870","E2F3|1871","EGF|1950","EGFR|1956","EGLN1|54583","EGLN2|112398","EGLN3|112399","EIF4EBP1|1978","ELK1|2002","EML4|27436","EP300|2033","EPAS1|2034","ERBB2|2064","EREG|2069","ERG|2078","ESR1|2099","ESR2|2100","ETS1|2113","ETV5|2119","FCGR1A|2209","FGF1|2246","FGF10|2255","FGF16|8823","FGF17|8822","FGF18|8817","FGF19|9965","FGF2|2247","FGF20|26281","FGF21|26291","FGF22|27006","FGF23|8074","FGF3|2248","FGF4|2249","FGF5|2250","FGF6|2251","FGF7|2252","FGF8|2253","FGF9|2254","FGFR1|2260","FGFR2|2263","FGFR3|2261","FH|2271","FHIT|2272","FLCN|201163","FLT3|2322","FLT4|2324","FOS|2353","FOXO1|2308","FOXO3|2309","FRAT1|10023","FRAT2|23401","FZD1|8321","FZD10|11211","FZD2|2535","FZD3|7976","FZD4|8322","FZD5|7855","FZD6|8323","FZD7|8324","FZD8|8325","FZD9|8326","GAB1|2549","GADD45A|1647","GADD45B|4616","GADD45G|10912","GLI1|2735","GLI2|2736","GLI3|2737","GRB2|2885","GSK3B|2932","GSTA1|2938","GSTA2|2939","GSTA3|2940","GSTA4|2941","GSTA5|221357","GSTM1|2944","GSTM2|2946","GSTM3|2947","GSTM4|2948","GSTM5|2949","GSTO1|9446","GSTO2|119391","GSTP1|2950","GSTT1|2952","GSTT2|2953","HBEGF|1839","HES1|3280","HES5|388585","HEY1|23462","HEY2|23493","HEYL|26508","HGF|3082","HHIP|64399","HIF1A|3091","HMOX1|3162","HRAS|3265","HSP90AA1|3320","HSP90AB1|3326","HSP90B1|7184","IGF1|3479","IGF1R|3480","IGF2|3481","IKBKB|3551","IKBKG|8517","IL1R2|7850","IL3|3562","IL8|3576","ILK|3611","INS|3630","INSRR|3645","ITGAM|3684","JAG1|182","JAG2|3714","JAK1|3716","JAK3|3718","JUN|3725","JUP|3728","KEAP1|9817","KIF7|374654","KIT|3815","KLK3|354","KRAS|3845","LEF1|51176","LRP5|4041","LRP6|4040","MAP2K1|5604","MAP2K2|5605","MAPK1|5594","MAPK10|5602","MAPK3|5595","MAPK8|5599","MAPK9|5601","MDM2|4193","MET|4233","MGST1|4257","MGST2|4258","MGST3|4259","MITF|4286","MLH1|4292","MMP1|4312","MMP2|4313","MMP3|4314","MMP9|4318","MPO|4353","MSH2|4436","MSH3|4437","MSH6|2956","MTOR|2475","MUC2|4583","MYC|4609","NCOA1|8648","NCOA3|8202","NCOA4|8031","NFE2L2|4780","NFKB1|4790","NFKB2|4791","NFKBIA|4792","NKX3-1|4824","NOTCH1|4851","NOTCH2|4853","NOTCH3|4854","NOTCH4|4855","NQO1|1728","NRAS|4893","NTRK1|4914","PAK1|5058","PAK2|5062","PAK3|5063","PAK4|10298","PAK6|56924","PAK7|57144","PAX8|7849","PBRM1|55193","PDGFA|5154","PDGFB|5155","PDGFC|56034","PDGFD|80310","PDGFRA|5156","PDGFRB|5159","PDPK1|5170","PER2|8864","PGR|5241","PHF10|55274","PIK3CA|5290","PIK3CB|5291","PIK3CD|5293","PIK3R1|5295","PIK3R2|5296","PIK3R3|8503","PIM1|5292","PIM2|11040","PLAT|5327","PLAU|5328","PLCG1|5335","PLCG2|5336","PLD1|5337","PMAIP1|5366","PML|5371","POLK|51426","PPARD|5467","PPARG|5468","PRCC|5546","PRKCA|5578","PRKCB|5579","PRKCG|5582","PTCH1|5727","PTCH2|8643","PTEN|5728","PTPN11|5781","RAC1|5879","RAC2|5880","RAC3|5881","RAD51|5888","RAF1|5894","RALA|5898","RALB|5899","RALBP1|10928","RALGDS|5900","RAP1A|5906","RAP1B|5908","RAPGEF1|2889","RARA|5914","RARB|5915","RASSF1|11186","RASSF5|83593","RB1|5925","RBX1|9978","REG4|83998","RELA|5970","RET|5979","RHOA|387","RPS6KA5|9252","RPS6KB1|6198","RPS6KB2|6199","RUNX1|861","RUNX1T1|862","RXRA|6256","RXRB|6257","RXRG|6258","SHC1|6464","SHC2|25759","SHC3|53358","SHC4|399694","SHH|6469","SLC2A1|6513","SMAD2|4087","SMAD3|4088","SMAD4|4089","SMARCA2|6595","SMARCA4|6597","SMARCB1|6598","SMARCC1|6599","SMARCC2|6601","SMARCD1|6602","SMARCD2|6603","SMARCD3|6604","SMARCE1|6605","SMO|6608","SOS1|6654","SOS2|6655","SP1|6667","SPI1|6688","SPINT1|6692","SRC|6714","SRD5A2|6716","STAT1|6772","STAT3|6774","STAT5A|6776","STAT5B|6777","STK4|6789","SUFU|51684","TCEB1|6921","TCEB2|6923","TCF7|6932","TCF7L1|83439","TCF7L2|6934","TERT|7015","TFE3|7030","TFG|10342","TGFA|7039","TGFB1|7040","TGFB2|7042","TGFB3|7043","TGFBR1|7046","TGFBR2|7048","THBS1|7057","TMPRSS2|7113","TNFSF11|8600","TP53|7157","TPM3|7170","TPR|7175","TXNRD1|7296","TXNRD2|10587","TYMP|1890","UPK3A|7380","VEGFA|7422","VHL|7428","WNT1|7471","WNT10A|80326","WNT10B|7480","WNT11|7481","WNT16|51384","WNT2|7472","WNT2B|7482","WNT3|7473","WNT3A|89780","WNT4|54361","WNT5A|7474","WNT5B|81029","WNT6|7475","WNT7A|7476","WNT7B|7477","WNT8A|7478","WNT8B|7479","WNT9A|7483","WNT9B|7484","ZBTB16|7704","ZEB1|6935"
"ABCB1|5243","0","0","0","0","0","0","0","0.0757148427911488","0","0","0","0","0.0258693786880592","0","0","0.0489295933952337","0","0","0","0","0","0","0","0.000156784153757605","0","0","0","0","0.0756332425931811","0","0","0","0.00131807461562553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00726393796977678","0.0027808431997216","0.00105187231293736","0","0","0.0843880912383311","0","0","0","0.00164922453077392","0","0","0","0","0","0","0","0","0","0","0.0109059191801285","0","0","0","0","0.000526740847214512","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0129122891361049","0","0","0","0","0","0","0","0","0","0","0","0","0.00915566185857839","0","0.0229127175804892","0.000997388452326983","0","0","0.0577760209922859","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.010140555278265","0","0.0266623428697531","0.111809725792626","0","0.00536341129094157","0","0","0","0","0.0101300586551284","0","0.0671296983297854","0","0","0","0","0","0","0","0","0","0","0.00157839834446884","0.00213505960400278","0","0","0","0","0","0.0788290586275718","0.0306158948866346","0","0.0178823662273605","0","0","0","0","0.00504232308337512","0","0","0.0300737813076837","0","0","0","0","0","0","0","0","0","0.0467553013632408","0","0","0","0","0.00019109087280535","0.0108907803148917","0","0","0","0","0","0","0","0.00605048932497568","0","0","0","0","0","0","0","0","0","0.00234401166711719","0","0.0633600004628277","0","0","0","0","0","0","0","0.0320873486015946","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0108878916548221","0","0","0","0","0","0","0","0.0551860774553976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00199923986116938","0","0","0","0.0173537445474871","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.010560857559729","0","0","0.00681156492371971","0","0","0.0286691644582669","0","0","0.0112143567461557","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00710854933009459","0","0","0","0.0192795734238857","0.00112128053985668","0","0","0","0.0374218648785345","0","0","0","0.106883864614031","0","0","0","0","0","0","0","0","0.0952298485586268","0","0","0.0100505101107168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00259703502473211","0","0.0160439170561624","0","0","0","0","0.0240423021677603","0","0","0","0","0","0.0656496997411672","0","0","0","0","0","0","0","0","0.0164437710507712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00520213950689234","0","0","0","0.00556111055956778","0","0.00384155297250105","0","0","0","0","0","0.0603541394181767","0","0","0","0","0","0.0119108945350047","0","0","0.00128778829370225","0","0","0","0","0.00565334477206626","0","0","0","0","0","0","0","0","0","0.0610216505379567","0","0.00483004246510486","0.0146739780876303","0.0170698629793131","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0520117566974088","0.0259078166935678","0.0434095394905863"
"ACTB|60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00765551540807234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000132028800908585","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0585925235698343","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00169507189541489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.022746726790747","0.0106224116424663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00280632048336449","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0265024851329531","0.00214341190192777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00414567949731076","0.107898485659235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0108791500913857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00128709789579195","0","0","0","0","0","0","0","0","0","0","0","0.0129302076510168","0","0","0","0","0","0","0"
"ACTG1|71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0109603824758337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0.000276008950747932","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0227838867958248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0.0137678206884717","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00162625748672113","0"
"ACTL6A|86","0","0","0","0","0","0","0","0","0","0","0","0","0.000840837816425943","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.139662326382602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.108506967645005","0","0.0402330669685607","0.089819195037054","0","0","0","0","0","0","0","0","0","0.0108011080176302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0.0284716375024803","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0.000674143414181751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00269085975484787","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0.00158155289586784","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000754369283826668","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0720993599611924","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0035738533448039","0","0","0.00455379361400061","0","0.0256922755798642","0.0133654036535183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0252857361163199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0493199559486635","0"
"ACTL6B|51412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00180455119378901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00655139970924356","0","0","0","0","0","0","0","0.0104872024630529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0104247376654066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0165762451672545","0.0489549118154294","0","0.0286245659163328","0","0","0","0","0","0","0","0","0","0.0295228638583843","0","0","0","0","0","0","0","0","0.0237709446351202","0","0","0","0","0","0","0","0","0","0","0","0","0.00163181912456004","0","0","0","0","0","0","0","0","0","0","0","0.00870677815665446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00294193037460001","0.000243148703820242","0","0","0","0","0","0.00955547570190227","0","0","0","0","0","0.000373882210921971","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0.0289857133396127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00639441440161529","0","0","0","0","0","0","0","0","0","0.00329567950924278","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0310162952842378","0.0307657092449564","0","0","0","0","0","0","0","0","0.00413706457212036","0.00155083664570788","0","0","0","0","0","0"
"AKT1|207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0"
"AKT2|208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AKT3|10000","0.0757148427911488","0","0","0","0","0","0","0","0","0","0","0","0.00320766982276593","0","0","0.00109558896844054","0","0","0","0","0","0","0","0","0","0","0","0","0.119525430701033","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0114270118369746","0","0","0.0105076008687257","0","0","0","0","0.023294336765237","0","0","0.0420002045092987","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0389873392974648","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00520422735122819","0","0","0","0.00474373110106195","0","0","0","0","0","0","0","0","0","0","0","0","0.0202680366783259","0","0.0592056240399434","0.0366310820667567","0","0.0214266936806748","0","0","0","0","0","0","0","0","0","0","0","0","0.0191762349000856","0","0","0","0","0","0","0","0.00860629281865114","0","0","0.0576577002502028","0","0","0","0","0","0","0","0","0.0433840273543126","0","0","0","0","0","0","0.0118356149259037","0","0.0225682672669033","0","0.00153316732660558","0.0755749328804422","0","0.0368753273666216","0","0","0","0.0161685392336026","0","0","0","0","0","0","0","0.02261284439675","0","0","0","0","0","0","0","0","0","0","0","0","0.022892698209558","0.0288340388119066","0.0331352445431056","0","0","0.00106964003163077","0","0","0","0","0","0","0","0","0","0","0","0.0132686243879323","0","0","0","0","0","0","0.00701189819586722","0.0125537670732583","0.105475004776524","0","0","0","0","0","0","0","0.071921965627258","0","0.00101830568165811","0","0","0","0","0.00221506364127944","0","0","0.000719790103506904","0.00857654698067751","0","0","0","0","0","0","0","0","0.00368457194102723","0","0","0.0948377792954048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0313544885963089","0.00728301176343423","0.000784664195016953","0.0307808901250654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0370829198858282","0","0.0146544591424653","0","0","0","0","0","0","0","0.156870593241379","0.0623559314706361","0","0","0.00796821032937655","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0.00905792869181727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00941797050271239","0","0","0","0","0","0","0.0689613477715968","0","0","0","0","0","0.0793385741175167","0","0","0","0","0","0","0","0.0158374835494123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0128781750604971","0.0371853002879126","0","0","0.086622233851903","0","0.0423432436314626","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0259209867001671","0.0429485077048228","0","0","0","0","0","0.000822416179540318","0","0","0","0","0","0","0","0","0.0786175678240733"
"ALK|238","0","0","0","0","0","0","0","0","0","0","0","0","0.00126291546128994","0","0","0.0203553104964594","0","0","0","0","6.04812642886814e-05","0","0","0","0","0","0","0","0.0131977171380975","0.00370362641600445","0","0","0.00118881088993573","0","0","0","0","0","0","0","0","0","0","0","0.00532465692414074","0","0","0","0.000996662467958826","0","0.00292605446229412","0","NaN","0","0","0","0","0.00178631947568422","0","0","0","0","0.0197532988638878","0","0","0","0","0","0","0","0","0","0.00830345992313285","0","0.000756720875459754","0.0143698141771879","0","0","0","0","0","0","0","0.00252992893366978","0","0","0","0.0120814898300321","0.000255651026600616","0","0","0","0.00217213199789127","0","0","0","0","0","0","0","0.00938372778243731","0","0","0","0","0","0.0017324083078988","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000147419942281982","0","0.0245680735074467","0","0","0","0.0185739830515704","0","0","0","0","0.000935727024670889","0.00171394829160448","0","0","0","0","0","0","0","0","0","0","0","0.000745873280876225","0","0.00485995672911388","0.00890508713485213","0","0","0","0.00836913122091426","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00157299989357072","0","0","0","0.000489091402499673","0","0","0","0","0","1.21884184203256e-05","0","0","0","0","0","0","0","0","0.00279215890663327","0","0","0","0.00354512985829273","0","0","0","0","0","0","0","0","0.0381165817693211","0","0.0303096997132048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0443980796725909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0201921212074613","0","0","0","0","0","0","0","0","0.000193060862966145","0","0","0","0","0","0.00359225350858453","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0.000797423838785556","0","0.00764444716991238","0","0","0","0","0","0.0120845603308762","0","0","0","0","0","0","0","0","0","0","2.17273673806382e-06","0","0","0","0","0.0167999515523642","0","0","0","0","0","0.000800892361495563","0","0.00629659552527461","0","0","0","0","0","0.00187705056450644","0","0","0.0107554437637113","0","0.000772461085343036","0","0","NaN","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0.000249271261017643","0","0","0.00548173296506014","0","0","0","0","0","0","0","0.00243380962896577","0","0","0.0535333603196646","0","0.00144962961412718","0.0176837927804874","0","0","0","0","0","0","0.000593049237857678","0","0","0","0","0","0","0","0","0","0","0","0","0.0291133918312443","0","0","0.00261173982246548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.98826020883557e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0327701945772533","0","0","0","0","0.00704211436077435","0","0","0.000163872683594011","0","0","0.000180942040539277","0"
