Gene1,Gene2,Avg_Edge_Weight,NumberOfCancerType
FRAT2|23401,FRAT1|10023,1.8,9
GIMAP7|168537,GIMAP5|55340,2.6500000000000004,10
GOLGA6L9|440295,GOLGA6L10|647042,2.1,13
GOLGA7|51125,FNTA|2339,2.0,8
GPS1|2873,CCDC137|339230,1.8,9
HLA-DPA1|3113,CD74|972,2.2,12
HLA-DRA|3122,HLA-DMB|3109,3.1500000000000004,10
HSPA14|51182,CDC123|8872,2.05,8
IDH3G|3421,EMD|2010,1.9,8
IK|3550,HARS|3035,2.2,8
KRIT1|889,DMTF1|9988,1.9,8
LST1|7940,AIF1|199,2.3499999999999996,14
MAF1|84232,EXOSC4|54512,2.1,9
MAPK7|5598,EPN2|22905,1.7999999999999998,8
MED4|29079,GTF2F2|2963,2.2,11
MKI67|4288,KIF11|3832,1.9,9
MORC3|23515,DYRK1A|1859,1.85,8
MRPL2|51069,MEA1|4201,2.05,10
MRPL2|51069,MRPL14|64928,1.9,11
MRPL39|54148,CCT8|10694,2.2,11
MRPL52|122704,DAD1|1603,2.0,10
MRPS18A|55168,MRPL2|51069,2.3,12
MS4A6A|64231,AIF1|199,2.2,13
NAA10|8260,FAM50A|9130,1.7999999999999998,8
NAA30|122830,EXOC5|10640,2.3,9
NCAPH|23397,BUB1|699,1.9,9
NDUFA9|4704,MRPL51|51258,2.0,11
NDUFB10|4716,MRPL28|10573,1.85,8
NDUFB4|4710,COX17|10063,2.0,9
NDUFB6|4712,APTX|54840,1.9,9
NDUFB7|4713,NDUFA11|126328,2.4,11
NHP2|55651,DDX41|51428,1.75,8
NOB1|28987,KARS|3735,1.7,9
NOL6|65083,NFX1|4799,2.0,8
NUP88|4927,C1QBP|708,2.1,9
PAFAH1B1|5048,ANKFY1|51479,2.05,10
PARP14|54625,DTX3L|151636,2.25,14
PBK|55872,ESCO2|157570,2.3,9
PCDH12|51294,CXorf36|79742,1.9,9
PDAP1|11333,COPS6|10980,1.9,11
PDAP1|11333,CPSF4|10898,2.1,9
POLL|27343,MRPL43|84545,1.8,9
POLR3D|661,CHMP7|91782,1.9,9
PPP2R2A|5520,KCTD9|54793,1.9,9
PPRC1|23082,PDCD11|22984,2.4,9
PSMB5|5693,MRPL52|122704,1.95,10
PSMC6|5706,PSMA3|5684,1.95,12
PSMG2|56984,MYL12B|103910,1.9,9
R3HCC1|203069,BIN3|55909,1.9,10
RAD23A|5886,GADD45GIP1|90480,1.95,8
RECQL5|9400,GGA3|23163,1.85,8
RER1|11079,AURKAIP1|54998,1.9,11
RFNG|5986,GPS1|2873,2.05,10
RPF1|80135,GNG5|2787,2.1,8
RPLP1|6176,RPLP0|6175,2.0,9
RPLP2|6181,EIF3F|8665,1.95,10
RPS18|6222,RPL10A|4736,2.45,10
RPS2|6187,RPL12|6136,1.95,10
RPS5|6193,RPS11|6205,2.3,11
RPS9|6203,RPL18A|6142,2.1,10
RRP12|23223,PPRC1|23082,2.1,9
RRP1B|23076,PWP2|5822,2.1500000000000004,8
SAFB2|9667,SAFB|6294,2.3,11
SAR1B|51128,PPP2CA|5515,1.8,10
SCAF1|58506,AP2A1|160,2.0,9
SDHC|6391,PEX19|5824,2.05,8
SEC61B|10952,ALG2|85365,1.8,10
SGTA|6449,MBD3|53615,1.8,11
SHARPIN|81858,COMMD5|28991,1.9,10
SHARPIN|81858,CYHR1|50626,2.1,13
SLC2A3|6515,SLC2A14|144195,2.55,8
SMAD5|4090,C5orf24|134553,1.9,9
SMU1|55234,DCAF12|25853,2.0,9
SNAPC4|6621,ANAPC2|29882,2.1,10
SRCAP|10847,SETD1A|9739,2.2,11
STK35|140901,MAVS|57506,2.05,10
STOML2|30968,DCTN3|11258,1.95,12
STT3A|3703,ARCN1|372,2.0,8
STUB1|10273,NUBP2|10101,2.1500000000000004,8
TACO1|51204,MRPS7|51081,2.15,8
TAF10|6881,MRPL17|63875,2.3,9
TAP2|6891,TAP1|6890,2.2,13
TATDN1|83940,EIF3H|8667,2.2,11
TBC1D10B|26000,FBRS|64319,2.2,9
TBC1D10B|26000,PRR14|78994,2.0999999999999996,8
TCP1|6950,PCMT1|5110,2.1,8
TELO2|9894,TBL3|10607,1.8,9
TNPO3|23534,NUP205|23165,1.9,9
TOMM6|100188893,MRPL2|51069,1.9,8
TRAPPC1|58485,PFN1|5216,2.1500000000000004,10
TRAPPC2L|51693,APRT|353,2.1,9
TRAPPC2L|51693,COX4I1|1327,1.95,12
TRAPPC5|126003,NDUFA11|126328,2.0,8
TRMT112|51504,BANF1|8815,1.95,8
TRMT61A|115708,BRF1|2972,2.0,9
TRPT1|83707,NUDT22|84304,1.9,8
TSFM|10102,METTL1|4234,2.3,8
TXNL1|9352,NARS|4677,2.0,9
UBAP1|51271,DCAF12|25853,2.1,9
UBE2W|55284,STAU2|27067,2.1,11
UHRF2|115426,RANBP6|26953,2.05,8
UMPS|7372,RUVBL1|8607,1.95,10
UQCR11|10975,NDUFA11|126328,1.9,8
UQCRB|7381,RPL30|6156,2.1500000000000004,12
USP19|10869,DHX30|22907,2.2,13
USP5|8078,MLF2|8079,2.2,8
USP8|9101,TRPM7|54822,2.25,8
UTP23|84294,RAD21|5885,2.1,12
VDAC3|7419,FNTA|2339,2.0,9
VPS28|51160,PUF60|22827,2.2,11
WIZ|58525,BRD4|23476,2.2,10
XPO5|57510,PPP2R5D|5528,2.0,8
XRCC6|2547,ADSL|158,2.4,10
YIPF3|25844,MRPS18A|55168,1.9,10
YWHAE|7531,TIMM22|29928,2.1,8
ZGPAT|84619,ADRM1|11047,2.0,9
ZNF227|7770,ZNF226|7769,2.1500000000000004,10
ZNF24|7572,RPRD1A|55197,1.9,8
ZNF414|84330,RAB11B|9230,2.2,10
ZNF527|84503,ZNF383|163087,2.1500000000000004,8
ZNF581|51545,RPL28|6158,1.9,11
ZNF598|90850,AXIN1|8312,1.9,9
ZNF615|284370,ZNF350|59348,2.0,9
ZNF646|9726,SETD1A|9739,2.3,10
ZNF646|9726,SRCAP|10847,2.2,11
ZNF84|7637,ZNF26|7574,2.1,9
AP2M1|1173,ABCF3|55324,2.2,9
CD93|22918,CD34|947,1.8,8
CNOT7|29883,CCDC25|55246,1.95,10
DDHD2|23259,BAG4|9530,1.75,8
DOHH|83475,DAPK3|1613,1.85,8
DRG2|1819,ATPAF2|91647,2.15,10
EHMT1|79813,BRD3|8019,1.9,10
EIF3J|8669,COPS2|9318,1.9,8
ELOF1|84337,C19orf53|28974,1.8,11
EXO1|9156,DTL|51514,1.9,10
FKBP8|23770,CCDC124|115098,1.8,11
GTPBP4|23560,CDC123|8872,2.05,10
HGS|9146,GPS1|2873,2.0,9
HLA-C|3107,HLA-B|3106,2.1,13
HSPA1B|3304,HSPA1A|3303,3.1,14
IARS2|55699,EPRS|2058,1.75,8
IER3IP1|51124,C18orf32|497661,2.2,13
JKAMP|51528,ACTR10|55860,2.1,9
KIF2A|3796,IPO11|51194,2.0999999999999996,8
KRIT1|889,GATAD1|57798,2.3,13
LSM2|57819,CSNK2B|1460,1.9,10
MAF1|84232,CYC1|1537,1.9,8
METTL1|4234,CDK4|1019,2.1,9
MORC3|23515,BRWD1|54014,1.9,9
MPDU1|9526,GABARAP|11337,1.75,8
MRFAP1L1|114932,MRFAP1|93621,2.7,9
MRPL12|6182,GPS1|2873,1.8,12
MRPL14|64928,MEA1|4201,2.0,8
MRPL18|29074,GTF2H5|404672,1.8,9
MRPL51|51258,COPS7A|50813,1.8,8
MRPL52|122704,C14orf119|55017,1.8,10
NDOR1|27158,ANAPC2|29882,2.1500000000000004,8
NDUFB5|4711,MRPL47|57129,2.1,10
NDUFB8|4714,EXOSC1|51013,1.95,8
NGDN|25983,NEDD8|4738,2.1,12
NOC2L|26155,AURKAIP1|54998,1.9,8
NUDC|10726,GPATCH3|63906,1.8,10
NUFIP1|26747,MED4|29079,1.8,9
PDCD11|22984,NOLC1|9221,2.0,11
PFDN6|10471,CSNK2B|1460,1.9,8
PMPCA|23203,MRPS2|51116,1.9,9
PRPF8|10594,GEMIN4|50628,1.9,9
PSMA3|5684,ERH|2079,2.0,9
PSMB1|5689,MRPL18|29074,2.1,9
PSMB1|5689,PDCD2|5134,2.1,11
PSMB7|5695,MED27|9442,1.75,8
PSME3|10197,EFTUD2|9343,1.85,8
PUF60|22827,COMMD5|28991,2.55,12
PWP1|11137,NUP37|79023,1.8,9
PWP2|5822,MCM3AP|8888,1.85,8
RAB18|22931,ABI1|10006,2.0,9
RARS|5917,NPM1|4869,1.85,10
RBX1|9978,NDUFA6|4700,2.1,10
ROBO4|54538,CDH5|1003,2.3,12
RPL29|6159,RPL14|9045,2.6,15
RPL3|6122,RPL13A|23521,1.8,11
RPP38|10557,CDC123|8872,2.1,9
RPS14|6208,RPL7A|6130,1.9500000000000002,8
RPS16|6217,EIF3K|27335,2.0,10
RPS23|6228,BTF3|689,2.2,13
RPS23|6228,RPS13|6207,1.95,10
RPS29|6235,RPL36AL|6166,1.9,11
RPS29|6235,RPL41|6171,1.95,8
RPS5|6193,RPL13A|23521,2.3,14
RPS8|6202,RPL4|6124,1.8,9
RPUSD1|113000,NUBP2|10101,1.85,10
RRP12|23223,PDCD11|22984,2.05,10
RRP1B|23076,RRP1|8568,1.8,9
RUVBL2|10856,GRWD1|83743,1.95,10
RUVBL2|10856,HSPBP1|23640,2.1,11
SCAF1|58506,EPN1|29924,1.95,12
SEC61B|10952,ERP44|23071,1.9,9
SENP3|26168,DVL2|1856,1.85,8
SNRPD2|6633,RPS11|6205,2.1,11
SPHAR|10638,RAB4A|5867,2.2,12
SPSB3|90864,E4F1|1877,2.0,10
SRP72|6731,PPAT|5471,2.0,9
SRP9|6726,H3F3A|3020,2.0,9
SSU72|29101,AURKAIP1|54998,1.75,8
STOML2|30968,CLTA|1211,1.9,9
STOML2|30968,FANCG|2189,2.05,8
STRAP|11171,DDX47|51202,2.1500000000000004,8
TAF6|6878,COPS6|10980,2.0,9
TAP1|6890,PSMB9|5698,2.5,14
TBCA|6902,MRPS36|92259,1.85,8
TCF20|6942,EP300|2033,2.0,10
TIE1|7075,FLT4|2324,2.1,8
TIMM13|26517,PLEKHJ1|55111,1.9,8
TM9SF1|10548,GMPR2|51292,1.9,8
TMEM126B|55863,EED|8726,1.85,8
TOMM22|56993,EIF3D|8664,1.8,8
TPP2|7174,ERCC5|2073,2.0,9
TPSB2|64499,TPSAB1|7177,1.8,10
TRAP1|10131,DNAJA3|9093,1.85,8
TRAPPC1|58485,EIF5A|1984,1.95,8
UBA52|7311,RPL36|25873,2.1500000000000004,8
UFM1|51569,COG3|83548,2.0,10
URB2|9816,HEATR1|55127,1.9,9
USP16|10600,GABPA|2551,1.95,8
VCPIP1|80124,ARFGEF1|10565,2.0,10
VPS37A|137492,KCTD9|54793,2.1,11
VPS72|6944,SF3B4|10262,2.3,9
WBP11|51729,DDX47|51202,2.0,11
XPO7|23039,TNKS|8658,2.25,10
YARS2|51067,DNM1L|10059,2.0,8
YTHDF3|253943,ARMC1|55156,2.0,9
ZFPL1|7542,SSSCA1|10534,1.8,8
ZMAT2|153527,IK|3550,1.95,8
ZMYM5|9205,ZMYM2|7750,2.0,9
ZMYND19|116225,SSNA1|8636,1.8,8
ZNF324B|388569,ZBTB45|84878,1.8,8
ZNF384|171017,NOP2|4839,1.9,9
ZNF517|340385,LRRC14|9684,1.8,9
ZNF707|286075,ZNF696|79943,2.05,10
ZNF75A|7627,TIGD7|91151,2.0,8
ZNF787|126208,ZNF628|89887,1.8,9
ZNF823|55552,ZNF799|90576,1.8,9
ZNRD1|30834,RPP21|79897,1.8,8
ZSCAN21|7589,ZNF3|7551,2.1,9
ATP6V1F|9296,ARF5|381,1.9,9
BUD31|8896,ARPC1A|10552,1.9,8
CDC16|8881,ARHGEF7|8874,1.9,8
CDCA8|55143,CDC20|991,2.1500000000000004,10
CHMP7|91782,BIN3|55909,1.9,10
CKAP2L|150468,BUB1|699,2.2,9
COG6|57511,COG3|83548,1.9,10
COL5A1|1289,COL1A2|1278,2.9,9
ECE2|9718,ALG3|10195,1.95,8
EIF2B5|8893,ABCF3|55324,2.3,9
ERH|2079,COX16|51241,2.0,11
ERLIN2|11160,ASH2L|9070,2.0,11
EVI2B|2124,EVI2A|2123,2.2,11
FAM192A|80011,CIAPIN1|57019,1.9,8
FBL|2091,EIF3K|27335,1.7,9
FBRS|64319,ATXN2L|11273,1.75,8
FBXL3|26224,CLN5|1203,1.8,8
FCGR1B|2210,FCGR1A|2209,2.9,13
GAK|2580,DGKQ|1609,1.85,10
GOT2|2806,COQ9|57017,1.8,8
GPS1|2873,DUS1L|64118,2.2,12
GTF2E2|2961,DCTN6|10671,2.1,10
HELQ|113510,COPS4|51138,1.9,8
HIST2H2BE|8349,HIST2H2AA3|8337,1.75,12
HLA-DPA1|3113,HLA-DMB|3109,2.0,9
HLA-DPB1|3115,HLA-DMB|3109,1.9,9
HSF1|3297,CPSF1|29894,1.75,8
IER3IP1|51124,HDHD2|84064,1.75,8
KDR|3791,CDH5|1003,1.75,8
KIN|22944,CDC123|8872,1.75,8
LEPROTL1|23484,GTF2E2|2961,1.8,9
LRRC14|9684,CPSF1|29894,1.9,8
LTB4R2|56413,LTB4R|1241,2.2,14
MAF1|84232,CYHR1|50626,2.1500000000000004,12
MEA1|4201,KLHDC3|116138,2.0,9
MED13|9969,BPTF|2186,1.85,8
MED6|10001,ALKBH1|8846,1.9,11
MED6|10001,ERH|2079,2.0,9
MRFAP1|93621,GRPEL1|80273,2.1,8
MRPL38|64978,GPS1|2873,2.0,10
MRPS12|6183,EIF3K|27335,1.9,11
MRPS34|65993,MLST8|64223,1.9,10
MS4A6A|64231,C1QB|713,1.9,9
MS4A6A|64231,C1QC|714,1.9,10
MTFR1|9650,ARMC1|55156,2.2,12
NDUFA11|126328,MRPL54|116541,1.7,9
NDUFA12|55967,COX6A1|1337,2.25,10
NDUFA13|51079,COPE|11316,1.9,10
NDUFV1|4723,NDUFS8|4728,1.75,8
NEDD8|4738,GMPR2|51292,1.75,8
NUS1|116150,CCNC|892,1.85,12
OSGIN2|734,NBN|4683,1.7,9
PACS2|23241,AKT1|207,1.8,9
PMPCB|9512,FAM185A|222234,1.75,8
POLR2J|5439,ALKBH4|54784,1.85,8
POLR2K|5440,COX6C|1345,2.0,8
PPM1A|5494,EXOC5|10640,1.7,9
PRC1|9055,FANCI|55215,2.4,9
PRKRIP1|79706,ALKBH4|54784,2.1,9
RABEP1|9135,PAFAH1B1|5048,1.8,8
RGPD3|653489,RANBP2|5903,1.7,9
RNASEH2A|10535,ASF1B|55723,1.7,8
RNF170|81790,FNTA|2339,1.9,10
RPAP2|79871,GLMN|11146,2.0,11
RPL29|6159,RPL15|6138,2.3499999999999996,14
RPL3|6122,EIF3D|8664,2.3,13
RPL35|11224,RPL18|6141,1.8,8
RPL4|6124,RPL14|9045,1.9,9
RPS12|6206,EEF1A1|1915,1.9,10
RPS16|6217,RPS11|6205,2.5,12
RPS23|6228,COX7C|1350,1.7,8
RPS4X|6191,IGBP1|3476,1.8,9
RPS9|6203,RPS5|6193,2.25,12
RRP1B|23076,MCM3AP|8888,1.75,8
RSBN1|54665,HIPK1|204851,1.75,8
RSC1A1|6248,DDI2|84301,2.2,11
SASH3|54440,NCKAP1L|3071,1.9,10
SCAF1|58506,CNOT3|4849,1.8,8
SDF4|51150,KIAA2013|90231,1.75,8
SEC24A|10802,PRRC1|133619,1.8,13
SETD1A|9739,FBRS|64319,2.4,10
SHARPIN|81858,EXOSC4|54512,1.9,11
SIKE1|80143,NRAS|4893,1.9,8
SMAD2|4087,C18orf25|147339,2.0,9
SMCHD1|23347,METTL4|64863,1.9,9
SNRPB|6628,MRPS26|64949,2.2,8
SNRPC|6631,CSNK2B|1460,2.0,11
SNRPC|6631,LSM2|57819,2.1,10
SOCS4|122809,EXOC5|10640,1.9,11
SPSB3|90864,NUBP2|10101,1.9,9
SRA1|10011,NDUFA2|4695,2.1,11
SRP68|6730,SAP30BP|29115,2.05,8
SSU72|29101,MRPL20|55052,2.1,11
STK11|6794,CSNK1G2|1455,1.8,9
STT3A|3703,DPAGT1|1798,1.9,10
STUB1|10273,MPG|4350,1.8,9
TAF4|6874,DIDO1|11083,2.2,9
TCEAL4|79921,TCEAL3|85012,2.3,11
TIE1|7075,ROBO4|54538,2.0,8
TOP3A|7156,SMCR8|140775,2.0,11
TOR1B|27348,TOR1A|1861,1.75,8
TOX4|9878,PRMT5|10419,1.95,8
TRAPPC2|6399,OFD1|8481,1.9,8
TRMT112|51504,FAU|2197,1.8,9
TRMT5|57570,TIMM9|26520,1.8,9
TSR1|55720,C1QBP|708,1.9,10
TST|7263,MPST|4357,2.1,11
TYROBP|7305,HAVCR2|84868,1.95,10
UBE2J2|118424,PUSL1|126789,2.0,11
UBE2J2|118424,SDF4|51150,1.95,8
UBE2N|7334,NDUFA12|55967,1.9,8
UBE2R2|54926,SMU1|55234,1.9,9
UBE2W|55284,ARMC1|55156,1.85,8
UBQLN1|29979,RAD23B|5887,1.75,10
UQCRC1|7384,APEH|327,1.9,9
WAC|51322,MTPAP|55149,1.85,8
YIPF3|25844,MAD2L1BP|9587,1.8,9
YIPF3|25844,SLC35B2|347734,1.8,9
ZC3H11A|9877,MDM4|4194,1.9,9
ZC3H3|23144,SCRIB|23513,2.05,12
ZC3H3|23144,TIGD5|84948,1.95,8
ZER1|10444,TBC1D13|54662,2.0,8
ZGPAT|84619,OGFR|11054,2.1,10
ZMYND15|84225,CXCL16|58191,2.0,13
ZNF416|55659,ZNF134|7693,1.8,10
ZNF530|348327,ZNF416|55659,1.85,8
ZNF548|147694,ZNF304|57343,2.3,8
ZNF566|84924,ZNF260|339324,2.0,10
ZNF587|84914,ZNF417|147687,2.2,11
ZNF644|84146,PKN2|5586,2.0,11
ZNF687|57592,TARS2|80222,1.9,8
AURKAIP1|54998,ATAD3A|55210,1.8,9
CCT5|22948,BRIX1|55299,1.8,10
CLK4|57396,CLK1|1195,2.0,13
COL5A1|1289,COL3A1|1281,2.3499999999999996,10
COMMD3|23412,BMI1|648,1.7,8
CUL4A|8451,ARHGEF7|8874,2.1,8
CXorf36|79742,CD93|22918,1.9,9
DOT1L|84444,CSNK1G2|1455,1.8,8
EHMT1|79813,ANAPC2|29882,1.9,9
EIF5AL1|143244,C1QBP|708,2.2,10
FCER1G|2207,AIF1|199,2.2,9
GIMAP7|168537,GIMAP6|474344,2.2,15
GMFB|2764,EXOC5|10640,2.0,12
HLA-DMB|3109,HLA-DMA|3108,2.4,11
HSF1|3297,CYC1|1537,1.95,10
IFIT3|3437,IFIT2|3433,2.5,14
JUNB|3726,IER2|9592,1.9,13
KIF14|9928,CENPF|1063,2.1,8
LETM1|3954,HTT|3064,1.7,9
LIG4|3981,ABHD13|84945,2.05,10
LIN37|55957,COX6B1|1340,1.7,8
LRCH4|4034,C7orf43|55262,1.75,8
LSM5|23658,CBX3|11335,2.2,9
MAF1|84232,COMMD5|28991,2.1,11
MICALL1|85377,C22orf23|84645,1.9500000000000002,8
MRPL15|29088,LYPLA1|10434,1.9,9
MRPL22|29093,MED7|9443,1.7,9
MRPS34|65993,GFER|2671,1.9,9
NDUFB7|4713,NDUFA13|51079,2.2,11
NEURL4|84461,FXR2|9513,1.85,8
NMT1|4836,EFTUD2|9343,2.1500000000000004,8
NOC2L|26155,DVL1|1855,1.75,12
NUBP2|10101,MRPL28|10573,1.7999999999999998,8
PACS2|23241,MTA1|9112,2.0,11
PARP1|142,NUP133|55746,1.6,8
PCDH12|51294,BCL6B|255877,2.2,11
PCDH12|51294,CD34|947,1.7,8
PHF20L1|51105,EFR3A|23167,1.7999999999999998,8
PHKB|5257,ITFG1|81533,2.0999999999999996,8
PHPT1|29085,EDF1|8721,1.9,13
PIH1D1|55011,NOSIP|51070,1.8,9
POLR2J|5439,COPS6|10980,1.9,9
PPIB|5479,PDIA3|2923,2.0,12
PPP2R2A|5520,CCDC25|55246,1.8,8
PSMA2|5683,MRPL32|64983,2.1500000000000004,12
PSMA6|5687,PSMA3|5684,1.7999999999999998,10
PSMB1|5689,DYNLT1|6993,1.85,10
PSMB6|5694,MPDU1|9526,1.95,8
PTCD1|26024,CPSF4|10898,2.1,8
PTPN23|25930,DHX30|22907,2.05,8
PUF60|22827,GPAA1|8733,1.9,11
RAD51|5888,OIP5|11339,1.85,8
RARS2|57038,CCNC|892,1.6,8
RBM18|92400,RAB14|51552,2.0,8
REXO4|57109,MED22|6837,1.7,8
RIOK1|83732,PAK1IP1|55003,2.3,12
RNF123|63891,DHX30|22907,1.8,9
RPA1|6117,GEMIN4|50628,2.0,8
RPAIN|84268,C1QBP|708,1.7,8
RPF2|84154,GTF3C6|112495,1.85,10
RPL10A|4736,EEF1A1|1915,1.9,8
RPL18|6141,RPL12|6136,1.85,8
RPL23A|6147,RPL19|6143,1.9,9
RPL6|6128,NACA|4666,2.2,11
RPL7L1|285855,CDC5L|988,2.1,8
RPRD1B|58490,RALGAPB|57148,1.95,8
RPS19|6223,RPL18|6141,2.4,15
RPS19|6223,RPS11|6205,2.05,12
RPS3|6188,RPL10A|4736,1.9500000000000002,10
RPS8|6202,RPL12|6136,1.95,10
RPS8|6202,RPS18|6222,2.0,10
RPS9|6203,RPL10A|4736,1.8,8
RPS9|6203,RPS19|6223,2.05,14
RSAD2|91543,CMPK2|129607,2.1,11
RUVBL2|10856,PRPF31|26121,1.7,10
SCO1|6341,ELAC2|60528,2.0,9
SETD1A|9739,FBXL19|54620,2.1500000000000004,8
SETD1A|9739,RNF40|9810,2.0,9
SF3B5|83443,PSMB1|5689,1.95,8
SGTA|6449,POLR2E|5434,1.85,10
SHARPIN|81858,DGAT1|8694,1.85,10
SHARPIN|81858,GPAA1|8733,1.95,10
SKP1|6500,HINT1|3094,2.0,9
SKP1|6500,PPP2CA|5515,2.05,8
SLC25A11|8402,PSMB6|5694,1.85,10
SPSB3|90864,RHOT2|89941,2.1,11
STRN|6801,ASXL2|55252,1.9,9
SYF2|25949,RPL11|6135,1.9,9
TAGLN|6876,LMOD1|25802,1.7,9
TBC1D10C|374403,ACAP1|9744,2.3,9
TBCA|6902,COX7C|1350,1.9,11
TIMM50|92609,MRPS12|6183,2.3,9
TIMM50|92609,PSMD8|5714,1.9,8
TIPRL|261726,TADA1|117143,2.1,8
TNFAIP8L2|79626,AIF1|199,1.85,10
TOMM22|56993,PHF5A|84844,2.1500000000000004,10
TOMM6|100188893,MEA1|4201,2.1500000000000004,10
TPI1|7167,MLF2|8079,1.7,8
TPI1|7167,PHB2|11331,1.7999999999999998,8
TPP2|7174,CUL4A|8451,1.95,8
TRAPPC1|58485,GPS2|2874,1.8,11
TRIM33|51592,RSBN1|54665,2.1,9
TRMT1|55621,QTRT1|81890,1.95,8
UBL5|59286,C19orf53|28974,1.9,10
UBL5|59286,NDUFA7|4701,1.8,9
UBN1|29855,PDPK1|5170,1.7999999999999998,8
UBXN1|51035,SART1|9092,1.95,8
USP20|10868,ANAPC2|29882,1.9,8
USP5|8078,COPS7A|50813,2.1,8
VDAC3|7419,POLB|5423,2.1,10
VPS13B|157680,UBR5|51366,2.1,10
VPS28|51160,COMMD5|28991,1.95,12
VTI1B|10490,ATP6V1D|51382,1.9,8
WDR24|84219,NUBP2|10101,1.7,9
WDR90|197335,RHOT2|89941,1.8,9
XPO5|57510,BYSL|705,1.8,9
ZADH2|284273,TSHZ1|10194,2.1,11
ZNF225|7768,ZNF224|7767,2.1,8
ZNF230|7773,ZNF223|7766,1.95,8
ZNF235|9310,ZNF225|7768,2.05,8
ZNF548|147694,ZNF17|7565,2.0,10
ZNF570|148268,ZNF569|148266,2.1,10
ZNF668|79759,ARMC5|79798,1.85,8
ZNF707|286075,LRRC14|9684,1.9,11
ZNF784|147808,FIZ1|84922,1.9,8
APOL2|23780,APOL1|8542,2.2,9
C3AR1|719,C1QB|713,1.65,8
CASP1|834,CARD16|114769,1.8,8
CAV2|858,CAV1|857,1.7999999999999998,8
CLEC14A|161198,CDH5|1003,1.9,11
COPS5|10987,ARMC1|55156,1.8,9
CWC15|51503,ANKRD49|54851,1.7999999999999998,8
EBNA1BP2|10969,DPH2|1802,2.0,8
EIF5A|1984,C1QBP|708,2.0,8
ESAM|90952,CXorf36|79742,2.05,8
EXOSC4|54512,CYC1|1537,1.7,10
GIMAP6|474344,GIMAP4|55303,2.5,15
GIMAP8|155038,GIMAP4|55303,2.55,14
GPR137|56834,BAD|572,1.7,9
GPS1|2873,ARHGDIA|396,1.8,9
GPS2|2874,GABARAP|11337,1.8,10
HLA-DMA|3108,CD74|972,2.4,13
HLA-DMB|3109,CD74|972,1.9,8
HLA-DPB1|3115,CD74|972,1.95,12
JTB|10899,HAX1|10456,1.9,11
KCTD9|54793,CNOT7|29883,1.7000000000000002,8
LRRC14|9684,CYHR1|50626,1.85,10
MAD2L1|4085,H2AFZ|3015,1.8,9
MCTS1|28985,C1GALT1C1|29071,1.85,8
MED13|9969,HELZ|9931,1.85,10
MED6|10001,ISCA2|122961,1.75,8
MFN2|9927,DNAJC11|55735,1.65,8
MOSPD3|64598,GNB2|2783,2.1,9
MRPL15|29088,COPS5|10987,2.0,9
MRPL4|51073,FARSA|2193,2.0,9
MRPL43|84545,CUEDC2|79004,1.7,9
MRPL55|128308,JMJD4|65094,1.6,9
MRPS18C|51023,MRPL1|65008,1.75,10
MTOR|2475,MFN2|9927,2.0,11
MYBBP1A|10514,DPH1|1801,1.75,8
NDUFA11|126328,ALKBH7|84266,1.75,8
NDUFB5|4711,DNAJC19|131118,1.9,9
NDUFB6|4712,CHMP5|51510,1.7,8
OIP5|11339,NUSAP1|51203,1.75,8
PILRB|29990,GIGYF1|64599,1.85,8
POP7|10248,POLR2J|5439,2.05,8
PPM1D|8493,APPBP2|10513,1.9,10
PPP1R16A|84988,CYHR1|50626,1.95,8
PPP2R5E|5529,EIF2S1|1965,1.65,8
PRPF8|10594,ANKFY1|51479,2.0,9
PRPSAP2|5636,COPS3|8533,1.7000000000000002,8
PSMA2|5683,LSM5|23658,1.9,10
PSMB3|5691,CISD3|284106,1.9,8
PSMB6|5694,MED11|400569,1.75,8
PSMD2|5708,ABCF3|55324,2.1,9
HLA-DPB1|3115,HLA-DPA1|3113,3.2,14
EVI2B|2124,CD53|963,2.5,10
PUF60|22827,MAF1|84232,2.1,12
SPI1|6688,FERMT3|83706,2.45,8
ESAM|90952,CD34|947,2.4,8
RPL32|6161,RPL15|6138,3.5,14
ZGPAT|84619,ARFRP1|10139,2.3,10
GIMAP8|155038,GIMAP7|168537,2.1,13
HLA-DRA|3122,HLA-DMA|3108,2.5,13
NCKAP1L|3071,CD53|963,2.1500000000000004,10
ROBO4|54538,ESAM|90952,1.9500000000000002,8
ZNF543|125919,ZNF304|57343,2.3,9
ZNF777|27153,ZNF746|155061,1.95,8
CD3D|915,CD2|914,2.1,12
CXorf36|79742,ARHGEF15|22899,1.95,12
GIMAP8|155038,GIMAP6|474344,2.7,13
LAPTM5|7805,HAVCR2|84868,2.3499999999999996,10
NCKAP1L|3071,DOCK2|1794,2.55,10
TIE1|7075,ARHGEF15|22899,2.4,9
VPS28|51160,MAF1|84232,2.1,11
MTIF3|219402,GTF3A|2971,1.8,8
SPI1|6688,MYO1F|4542,2.2,9
ZNF765|91661,ZNF761|388561,2.15,8
ZNF777|27153,ZNF282|8427,1.9,10
CYHR1|50626,COMMD5|28991,1.95,8
GIMAP8|155038,GIMAP5|55340,2.1500000000000004,10
LAPTM5|7805,CD86|942,2.2,11
MYCT1|80177,CXorf36|79742,2.2,9
OTUB1|55611,COX8A|1351,2.05,8
CD3E|916,CD3D|915,2.3,11
COL6A3|1293,COL3A1|1281,2.1,8
